start: 
Current Time = 04:38:56
------------------------------------------------------------------
Dataset: perth.csv
Normalization used is StandardScaler
Dataset total size after normalization: (26510, 9)
Train/test division is 70/30
RANDOM FOREST LOGS WITH FOLLOWING PARAMS:
{'n_estimators': [50, 100, 250, 500], 'max_features': ['auto', 'sqrt', 'log2', None], 'max_depth': [5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}
Starting search for best params: 
Current Time = 04:38:56
Best params were the following:
Current Time = 05:57:59
{'max_depth': 14, 'max_features': 'auto', 'n_estimators': 500}
Applying prediction with the params...
!!!!!!!!!!!!!!!!!!!!!!!!!!!True vs Preds!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[622125.] --- 497101.06406285043
[245700.] --- 340723.4783327009
[378000.] --- 387941.9504736513
[667800.] --- 689902.4408318183
[283500.] --- 315855.7107139577
[365400.] --- 371093.03846124996
[412650.] --- 364108.1940834004
[504000.] --- 566709.3977605302
[324450.] --- 274451.06099211605
[276570.] --- 304447.5038177601
[144900.] --- 266380.350620584
[282870.] --- 303259.9289911316
[261450.] --- 318361.3648353499
[409500.] --- 322980.78543344024
[456750.] --- 389330.6873941392
[318150.] --- 262631.13874370424
[371700.] --- 391814.5186802699
[277200.] --- 255292.17344043453
[297360.] --- 335100.2225521941
[209790.] --- 209455.0966971626
[302400.] --- 328995.48389153427
[315000.] --- 290129.344971088
[544950.] --- 604813.0742726123
[217350.] --- 237097.98917690513
[626850.] --- 628846.7491185812
[390600.] --- 418503.00761368015
[340200.] --- 307453.17615607334
[472500.] --- 451826.1958473922
[497700.] --- 544428.366961247
[258300.] --- 363109.5215975248
[422100.] --- 514875.5562236035
[384300.] --- 293287.00836751086
[409500.] --- 352728.3413982275
[226800.] --- 238725.87012322978
[255150.] --- 221751.3643333907
[378000.] --- 475776.1763685936
[352800.] --- 333234.9938219646
[311850.] --- 329965.3879577438
[737100.] --- 707354.4470537761
[280350.] --- 288777.9120313449
[229950.] --- 242253.03302965668
[163800.] --- 145676.80742226724
[431550.] --- 381817.97183104936
[222075.] --- 640759.084653164
[406350.] --- 392303.9998481825
[522900.] --- 542055.9558434833
[233100.] --- 219100.68466516514
[387450.] --- 331866.8782058823
[220500.] --- 309431.25634418224
[252000.] --- 250508.57378695157
[204750.] --- 209847.78815560747
[151200.] --- 148288.95553871515
[251370.] --- 256376.21184404843
[403200.] --- 298786.26548886386
[182700.] --- 192960.47583452152
[308700.] --- 349913.3980539205
[359100.] --- 352352.73196243524
[318150.] --- 277356.650755524
[337050.] --- 207164.3172582072
[522900.] --- 507376.6670019443
[242550.] --- 301339.27643070417
[455490.] --- 394231.2556842013
[724500.] --- 687292.8555782599
[233100.] --- 226965.60776578786
[195300.] --- 179320.51098051688
[192150.] --- 226327.98406993746
[233100.] --- 249308.00949779252
[56700.] --- 71054.298
[494550.] --- 578823.4426754399
[395325.] --- 349031.213121265
[207900.] --- 231506.2987985169
[526050.] --- 575045.9760831724
[212940.] --- 248137.50233420194
[212625.] --- 199335.0609503305
[286650.] --- 295428.94736342295
[318150.] --- 296501.7352535219
[233100.] --- 249648.489965811
[746550.] --- 697748.4874037104
[384300.] --- 520204.82298598555
[360675.] --- 295603.6544153077
[267750.] --- 228234.75812897919
[408870.] --- 477623.0022986215
[352800.] --- 341843.38403890765
[374850.] --- 344570.52251784946
[340200.] --- 302466.1109499646
[133875.] --- 267551.3275640244
[157500.] --- 229625.428705314
[211050.] --- 215306.36558393989
[308700.] --- 272658.37097759714
[215460.] --- 310788.1967667089
[384300.] --- 315680.11928802554
[296100.] --- 319364.84615558456
[148050.] --- 151223.1464514298
[274050.] --- 243642.74977927541
[277200.] --- 298317.18312000384
[444150.] --- 473210.1120107305
[554400.] --- 618689.4594241168
[516600.] --- 473554.1285241986
[217350.] --- 227825.74277091038
[375480.] --- 344819.16099934874
[693000.] --- 628813.0873081818
[299250.] --- 403157.3603098592
[576450.] --- 583094.9037397573
[359100.] --- 284559.6476746345
[346500.] --- 317849.0589128845
[370440.] --- 299534.82606567856
[217350.] --- 294144.35812699783
[149940.] --- 156062.74287659608
[365400.] --- 254304.34244379905
[346500.] --- 389109.55012216227
[248850.] --- 267291.8918495105
[381150.] --- 480683.6978183551
[434700.] --- 523878.7101770475
[355950.] --- 352961.3814320529
[352170.] --- 320521.12075201975
[475650.] --- 536463.1650635577
[787500.] --- 625296.4081998811
[541800.] --- 453831.16006493923
[693000.] --- 550440.0577468049
[220311.] --- 259565.38638129775
[412650.] --- 493502.17566141294
[204750.] --- 198863.3084501828
[217350.] --- 309067.8114786904
[306495.] --- 304824.57740107755
[248850.] --- 249599.20672299922
[491400.] --- 462387.1537462734
[519750.] --- 479398.50468920055
[645750.] --- 596853.7450317559
[381150.] --- 320374.1824401531
[274050.] --- 267088.801417225
[315000.] --- 405321.52425514156
[266490.] --- 270218.22403398145
[154350.] --- 183450.29746068857
[337680.] --- 343680.3848167198
[274050.] --- 311630.1496600102
[176400.] --- 183153.24789921893
[252000.] --- 218277.88547707905
[294840.] --- 322239.47328830714
[233100.] --- 229314.35081332896
[444150.] --- 415407.0780681818
[522900.] --- 539138.3122795618
[267750.] --- 348159.13328455656
[340200.] --- 383032.01873034594
[170100.] --- 206875.34568220406
[337050.] --- 395545.62621843064
[447300.] --- 572402.1807536187
[423990.] --- 350812.74763873004
[541800.] --- 557473.701923695
[305550.] --- 294526.52334800357
[190260.] --- 190755.5376110609
[223650.] --- 248282.08681056325
[252000.] --- 222795.6250269885
[693000.] --- 589082.1873389751
[196875.] --- 213218.43296711548
[305550.] --- 288910.00786004355
[308070.] --- 263084.7666078882
[346500.] --- 362369.0001657504
[589050.] --- 573148.6288416806
[396900.] --- 463709.2895381965
[364140.] --- 334258.67860188585
[220500.] --- 309747.416001566
[585900.] --- 613175.2861795949
[274050.] --- 274503.5924718018
[428400.] --- 284829.45063034334
[504000.] --- 422218.58727767755
[315000.] --- 356411.61500017723
[428400.] --- 319699.4981185811
[418320.] --- 423645.9561162842
[207585.] --- 235797.225417113
[223650.] --- 191831.5618405872
[327600.] --- 316174.11613949406
[280350.] --- 308352.96105229884
[318150.] --- 346299.31346286193
[84042.] --- 213035.0824760108
[305550.] --- 277724.06059815496
[214200.] --- 203086.8116700728
[195300.] --- 215198.15176703467
[384300.] --- 293224.999515999
[132300.] --- 273007.1444684061
[453600.] --- 421428.7563303025
[527940.] --- 645307.4595061468
[346500.] --- 386752.1815111798
[136080.] --- 160826.33982705226
[517860.] --- 485036.5256462795
[507150.] --- 480698.91828715394
[756000.] --- 600463.0207565395
[267750.] --- 264265.2785470528
[387450.] --- 320183.391434017
[444150.] --- 514474.31054480927
[378000.] --- 403042.39479465544
[286650.] --- 277317.9569139533
[327600.] --- 348974.5657958074
[488250.] --- 503280.70045732113
[353430.] --- 293497.531769812
[431550.] --- 200494.66092981352
[280350.] --- 201983.3730846895
[614250.] --- 457494.9528944907
[450450.] --- 497890.31929517107
[582750.] --- 622074.2804841382
[371700.] --- 379907.1214927546
[170100.] --- 242373.42317230476
[261450.] --- 256334.57593687583
[184590.] --- 183315.9480229341
[309015.] --- 296421.1678512622
[302400.] --- 280549.92802224535
[308700.] --- 325598.6298561119
[163800.] --- 152958.83656015302
[223650.] --- 240273.64823329714
[623700.] --- 383498.7596483896
[280350.] --- 319384.1640100919
[240975.] --- 252218.2129534424
[522986.31] --- 659024.0079260914
[463050.] --- 470554.1128109746
[299250.] --- 344461.6789837699
[500850.] --- 475931.71409061743
[211050.] --- 193471.02376710752
[365400.] --- 374380.2889353247
[189000.] --- 242885.70945241803
[267750.] --- 339987.41723397974
[372515.85] --- 306625.5621712559
[450450.] --- 419505.2232314645
[378000.] --- 380007.7985118413
[299250.] --- 369748.841684532
[371700.] --- 420424.7337003651
[277200.] --- 299504.86085002666
[459900.] --- 411053.2553880153
[255150.] --- 217210.71363116254
[308700.] --- 342894.87438290135
[302400.] --- 330310.8827894364
[252000.] --- 237117.43366843433
[463050.] --- 437462.081
[300510.] --- 267763.8455845589
[267750.] --- 256438.69378205272
[266175.] --- 274920.8425319395
[535500.] --- 567730.0182799499
[340200.] --- 331325.59193189844
[315000.] --- 324930.3022590957
[294525.] --- 276516.20966498024
[567000.] --- 560436.4969241839
[406350.] --- 356683.099424791
[523530.] --- 579378.5323923267
[648900.] --- 550097.7758905045
[258615.] --- 271932.6154026022
[371700.] --- 265119.27481577435
[287910.] --- 367106.0308829387
[261450.] --- 294130.6615268096
[459144.] --- 450512.001863865
[459900.] --- 351514.97641036846
[248850.] --- 291378.5583270927
[240660.] --- 239500.92200129983
[337050.] --- 318936.8079621093
[196560.] --- 170695.94133755553
[415800.] --- 382897.9167682966
[500850.] --- 459195.19256226165
[396900.] --- 409465.8981364162
[340200.] --- 402580.08660042845
[291375.] --- 293393.61903373455
[380992.5] --- 345862.96077792207
[573300.] --- 247197.40942644546
[340200.] --- 322509.77261641785
[194670.] --- 312876.3405264498
[466200.] --- 470374.69066839246
[173880.] --- 182961.93525733432
[245700.] --- 266777.5531971053
[214200.] --- 227381.14731449197
[250110.] --- 295446.4762753251
[340200.] --- 353039.86099220207
[211680.] --- 179248.25163102258
[258300.] --- 240791.88208403665
[175770.] --- 341052.0630543971
[166950.] --- 187543.9434079344
[245070.] --- 235959.88401387524
[475650.] --- 447019.4548205647
[236250.] --- 202709.21264146589
[486675.] --- 607586.165385901
[321930.] --- 326826.9513218879
[349650.] --- 324905.262876489
[400050.] --- 392523.751104845
[612990.] --- 640314.2016957138
[217350.] --- 190657.25251468932
[305550.] --- 320578.9866464807
[554400.] --- 506828.1120000237
[261450.] --- 271078.9025412302
[286965.] --- 292666.4456214904
[371700.] --- 383342.29465322406
[374850.] --- 334971.41056833055
[267750.] --- 242876.75012813718
[724500.] --- 648752.0745394012
[261450.] --- 269804.47348909907
[333900.] --- 345352.0027049956
[258300.] --- 257654.77228295023
[242550.] --- 252301.30114270814
[429660.] --- 456197.69582191063
[365400.] --- 391916.9799609509
[368550.] --- 352018.39504499745
[381150.] --- 394991.70342618274
[281610.] --- 341543.06109864067
[418950.] --- 433775.30782641564
[129150.] --- 203273.56268343594
[119385.] --- 224326.56594997772
[362250.] --- 396235.357783031
[283500.] --- 344974.53494053206
[212940.] --- 194359.99299244504
[324450.] --- 318522.23855488264
[220500.] --- 226772.23332753827
[312480.] --- 340966.5013227137
[321930.] --- 299382.8387682049
[333900.] --- 381550.13256754423
[218610.] --- 227988.23924633296
[342090.] --- 327932.38341709087
[211050.] --- 229465.3407202824
[318150.] --- 300360.01690243126
[81900.] --- 72408.294
[228375.] --- 285843.62290936237
[226800.] --- 281470.4211169078
[787500.] --- 644264.3286484529
[302400.] --- 304983.2620157127
[604800.] --- 439342.5432984428
[252000.] --- 264090.809271522
[607950.] --- 415206.9094197577
[472500.] --- 565406.3638207366
[250110.] --- 305504.3753719152
[263970.] --- 278671.8919268
[288540.] --- 298014.5792500384
[693000.] --- 563381.5696013748
[188370.] --- 179164.6912921577
[497700.] --- 399169.9311671797
[238770.] --- 287495.5300396651
[321300.] --- 311267.54788586963
[218610.] --- 214314.8494596059
[269640.] --- 292994.9415591494
[277200.] --- 339270.603738214
[286650.] --- 339504.7182564833
[176400.] --- 191748.39001612514
[368550.] --- 357548.0969624913
[280350.] --- 267645.35111989843
[259560.] --- 246854.26255823756
[223650.] --- 253124.5296064037
[724500.] --- 518740.727830413
[604800.] --- 604897.0282476085
[221760.] --- 242586.2946166338
[337050.] --- 338764.97317424684
[349650.] --- 438133.9511073674
[305550.] --- 346651.05931313673
[292950.] --- 310873.087116894
[371700.] --- 382774.05983193696
[576450.] --- 604273.4019340078
[214200.] --- 226839.43512183876
[202545.] --- 214507.9133407994
[233100.] --- 230204.55055585387
[289800.] --- 338958.1914737398
[198450.] --- 227133.19402876004
[363825.] --- 329050.4547751462
[352800.] --- 399943.4650671436
[491400.] --- 384107.7558095588
[763087.5] --- 551256.476393929
[340200.] --- 387630.13820737886
[330750.] --- 296775.7137469852
[570150.] --- 619644.7749310649
[239400.] --- 218378.4929980318
[234147.69] --- 276241.23579093866
[400806.] --- 458048.8169138417
[321300.] --- 323164.3383788047
[242550.] --- 241736.12323117637
[233100.] --- 217617.59388818682
[151200.] --- 242062.2099974595
[315000.] --- 318716.24948514305
[378000.] --- 412185.1645902826
[236250.] --- 230137.8911664303
[263340.] --- 228212.79079758676
[579600.] --- 664214.09963686
[124740.] --- 142609.4782178306
[787500.] --- 664622.8534358784
[500850.] --- 520901.8277142255
[321300.] --- 372187.4172473369
[211050.] --- 215856.23422745173
[267750.] --- 287421.54696630593
[166950.] --- 285617.8794057374
[212625.] --- 277735.6472295137
[267750.] --- 272795.2082409333
[327600.] --- 279645.34102225665
[315000.] --- 397666.0009263516
[229950.] --- 235562.804294753
[257355.] --- 280479.314338042
[389970.] --- 432047.0525927074
[267750.] --- 256347.5971729009
[201600.] --- 224321.33057195242
[305550.] --- 320130.868007678
[308700.] --- 269280.8730811069
[337050.] --- 346823.2811947612
[526050.] --- 470132.2243603604
[302400.] --- 348131.3810027087
[393750.] --- 453838.00352413056
[499275.] --- 499388.9591324786
[346500.] --- 407347.0649588319
[516600.] --- 653663.1425763322
[447300.] --- 662293.6574108142
[274050.] --- 269221.4397084502
[249480.] --- 249504.53207106693
[267750.] --- 282930.59413623926
[220468.5] --- 276246.0455868071
[188370.] --- 178246.9526700737
[381150.] --- 388827.9295684281
[305550.] --- 277676.7145327092
[221130.] --- 161878.5175182029
[409500.] --- 382239.0107436288
[189000.] --- 212031.11034465407
[220500.] --- 208211.08164840325
[570150.] --- 549796.4698087071
[333900.] --- 323073.97826122836
[245070.] --- 277703.2871713802
[345870.] --- 372468.08392473793
[387450.] --- 529968.894161893
[169470.] --- 179072.17224889292
[652050.] --- 515929.300642924
[318780.] --- 357557.12193295447
[236250.] --- 235193.6175119102
[323190.] --- 315525.5976080365
[245070.] --- 293792.13228883664
[267750.] --- 313848.4950346589
[699300.] --- 632800.564651504
[377370.] --- 349560.9399137039
[169470.] --- 166709.52364575656
[294210.] --- 273119.16401925863
[309960.] --- 332864.0813315807
[583380.] --- 518358.50515121804
[277200.] --- 306594.82791071193
[598500.] --- 531360.9259862794
[800100.] --- 609446.4699235574
[264600.] --- 257424.10947887995
[384300.] --- 342005.8075203785
[255150.] --- 377006.49322989694
[210105.] --- 262443.0445592801
[559440.] --- 423825.0887889659
[349650.] --- 310323.3689571001
[204750.] --- 213756.44747722617
[351540.] --- 409140.96364248946
[333900.] --- 303048.18071130867
[346500.] --- 355908.6298823787
[312480.] --- 389337.7507928518
[264600.] --- 366899.0956293652
[302400.] --- 367631.3215749481
[693000.] --- 550053.3193822898
[251370.] --- 253970.5359321745
[286650.] --- 285301.1812952221
[185850.] --- 217094.2546978136
[192150.] --- 217988.56730475568
[226800.] --- 183305.4898661955
[396900.] --- 340169.8035295081
[289800.] --- 292329.86223313195
[283500.] --- 407379.45354399894
[435960.] --- 416348.2081744186
[289233.] --- 321386.37801504065
[255150.] --- 266588.29190232523
[209160.] --- 193568.96752209382
[231840.] --- 228548.02176285657
[368550.] --- 392366.2770018851
[431550.] --- 395335.13042228343
[319725.] --- 307621.5522393938
[548100.] --- 558257.2766773816
[192150.] --- 189670.45212687374
[311850.] --- 344606.09940430673
[302400.] --- 333811.6878255919
[204750.] --- 243095.15342077558
[500850.] --- 419993.46165248234
[300510.] --- 303102.56571091234
[245700.] --- 221523.26066848595
[316575.] --- 308101.93684912653
[724500.] --- 410030.5853219098
[274050.] --- 241333.40383042168
[278145.] --- 341983.70708493964
[680400.] --- 464327.7522241468
[129150.] --- 259741.22893330906
[245700.] --- 245376.00822070325
[305550.] --- 306801.5770337774
[283500.] --- 287942.2836961486
[362250.] --- 328437.1800904696
[378000.] --- 460118.30629864614
[305550.] --- 331702.6892204278
[366660.] --- 359291.61545831227
[308700.] --- 283915.213651798
[233100.] --- 261398.88231776084
[535500.] --- 636618.639203478
[321300.] --- 290254.4392311357
[296100.] --- 312313.6899381099
[160650.] --- 162425.99524547372
[276570.] --- 249662.95668365955
[299250.] --- 373461.3829937449
[466200.] --- 397042.15197404
[258300.] --- 249840.5481646301
[522900.] --- 518804.6043540784
[355950.] --- 317150.8730377281
[330750.] --- 261122.01548783056
[374850.] --- 390589.8248737299
[346500.] --- 382158.28012788395
[247275.] --- 256955.7055247466
[384300.] --- 317172.25601538096
[415800.] --- 448766.4807845901
[491400.] --- 508885.95771962416
[567000.] --- 488689.9277142119
[285075.] --- 311553.28001692303
[359100.] --- 402825.90290201834
[367920.] --- 387325.69735538535
[144900.] --- 273755.1993413237
[245700.] --- 249869.59336234163
[452340.] --- 443426.0912118239
[324450.] --- 298036.0488386367
[538650.] --- 415416.29743175535
[485100.] --- 463441.1754769958
[349650.] --- 384130.527506269
[252000.] --- 270304.24351928214
[661500.] --- 575181.072961556
[233100.] --- 244608.10720376135
[245700.] --- 264436.86456444225
[578025.] --- 554928.0059079153
[280350.] --- 293445.076674315
[289800.] --- 301274.53701452207
[151200.] --- 159890.21857974763
[449190.] --- 491127.0387441769
[365400.] --- 328550.17446284596
[719460.] --- 573799.2923532792
[173250.] --- 185339.19028399757
[425250.] --- 383151.9359857151
[422100.] --- 372475.865938252
[365400.] --- 342593.14056805783
[217350.] --- 210165.54545990765
[151200.] --- 206191.39119955676
[258300.] --- 305785.14784673875
[130725.] --- 232812.32755294867
[126000.] --- 276460.5976845707
[333900.] --- 431327.8245503201
[371700.] --- 353616.6414990235
[226800.] --- 294957.6371179237
[806400.] --- 623415.8682282207
[503370.] --- 354127.87710100645
[270900.] --- 285097.70902995305
[294210.] --- 317243.99376211467
[259560.] --- 231073.1561025043
[453600.] --- 498485.286183896
[425250.] --- 421430.445874428
[229950.] --- 236826.0026272086
[409500.] --- 464545.6345488743
[724500.] --- 571358.2987272856
[258300.] --- 246421.7241880344
[443520.] --- 506362.6288271115
[270900.] --- 301435.65394955
[700875.] --- 637125.340825253
[510300.] --- 361634.14338551776
[371700.] --- 379947.9293708476
[693000.] --- 499113.5877860588
[280350.] --- 334420.9938119863
[299250.] --- 339330.83963087614
[384300.] --- 353113.214700072
[217350.] --- 195076.24882745533
[198450.] --- 270980.513821529
[264600.] --- 326421.330345756
[228375.] --- 216270.34055514168
[362250.] --- 341324.0992969676
[428400.] --- 409395.67393672303
[292950.] --- 309909.83521654375
[297360.] --- 293387.2247942966
[384300.] --- 331229.19900706946
[403200.] --- 323182.7115148285
[346500.] --- 373777.8229823454
[378000.] --- 404750.2923766006
[209790.] --- 195671.85231736844
[365400.] --- 327757.4083896598
[248850.] --- 281632.34652954043
[302400.] --- 300150.3142538835
[425250.] --- 381309.856851714
[425250.] --- 423497.3021963018
[207900.] --- 206980.4865962678
[188370.] --- 302489.8637220655
[333900.] --- 294872.12782836705
[233100.] --- 327124.3518881904
[302400.] --- 276702.3698030555
[374939.46] --- 307928.861764771
[756000.] --- 563404.2297449452
[252000.] --- 328478.2915232953
[345870.] --- 272325.2999268834
[354060.] --- 345923.0583249137
[381150.] --- 277099.43631479895
[247275.] --- 232175.676190801
[245070.] --- 295711.41724766773
[441000.] --- 442161.907483363
[201600.] --- 208054.62449524066
[201600.] --- 243038.08715203678
[415800.] --- 569970.7860991776
[196560.] --- 188786.6234715767
[315000.] --- 302779.6181935965
[233100.] --- 258759.3573831518
[301770.] --- 308689.79514355067
[261450.] --- 340497.9889646723
[289800.] --- 287171.9780143445
[252000.] --- 327669.4530993973
[270900.] --- 296996.37819919747
[592200.] --- 627573.1506405093
[368550.] --- 357042.8848081662
[309330.] --- 318860.81850711565
[374850.] --- 638923.2173672959
[204750.] --- 212186.63916273
[203490.] --- 219537.60376991046
[261450.] --- 336297.4281933598
[74970.] --- 221753.9648633826
[296100.] --- 302157.35111785505
[303660.] --- 325294.07433482766
[270900.] --- 272749.4332304039
[304920.] --- 305098.40614693286
[447300.] --- 512219.2644606735
[484470.] --- 464314.79026116757
[762300.] --- 632890.5159106562
[393120.] --- 482305.7524441857
[305550.] --- 332022.9934334526
[40950.] --- 273349.0624840729
[529200.] --- 415197.69132672687
[200340.] --- 227276.0858794154
[567000.] --- 573035.8055297246
[340200.] --- 308665.77633964585
[505890.] --- 593917.8026492727
[248850.] --- 319634.2279226314
[335475.] --- 296126.1230897072
[693000.] --- 635942.9374946854
[346500.] --- 283909.89695308596
[379260.] --- 348337.4232904972
[459900.] --- 538669.303962044
[537075.] --- 432182.2996820148
[527940.] --- 479960.11632297945
[264600.] --- 319907.31765675364
[376740.] --- 355851.37581168313
[160650.] --- 159933.30857247935
[220500.] --- 226495.65062167725
[535500.] --- 501700.2399367119
[637560.] --- 610990.1024924902
[586057.5] --- 585255.1230911254
[202860.] --- 215647.13372221272
[308700.] --- 294765.1543061898
[349650.] --- 353136.13527968444
[333900.] --- 358293.8071567959
[425250.] --- 317353.71182750125
[337050.] --- 315973.0639026052
[353430.] --- 332227.07991427917
[472500.] --- 433408.27964396245
[580860.] --- 574635.2520301699
[195300.] --- 252743.81308758576
[623700.] --- 559924.0015578009
[427140.] --- 490170.41011495085
[258300.] --- 276772.31186843314
[567000.] --- 418410.40901196224
[371700.] --- 338437.0865832323
[306810.] --- 286342.21149073116
[409500.] --- 382098.7455034817
[217350.] --- 266346.5776390548
[400050.] --- 561780.1268339118
[516600.] --- 558207.577661393
[238140.] --- 239131.7094532863
[529200.] --- 445801.019713805
[327600.] --- 308601.85646331584
[113400.] --- 228413.17532743726
[431550.] --- 403785.7561871832
[315000.] --- 341008.7129469656
[296100.] --- 375097.6429167483
[280350.] --- 297639.95598698914
[338152.5] --- 340805.56167141185
[346500.] --- 369817.89191723627
[302400.] --- 312943.6943773734
[325710.] --- 268558.51404701767
[242550.] --- 296707.02475904854
[365400.] --- 347533.6878613336
[333900.] --- 375264.9452669786
[308700.] --- 275676.7725629554
[151200.] --- 155038.21366104932
[305550.] --- 306116.9179912131
[242550.] --- 221573.61152510066
[182070.] --- 149623.64684170374
[355950.] --- 345607.83000649663
[299250.] --- 326257.7945214913
[376425.] --- 473915.27890963666
[535500.] --- 579978.3759766967
[277200.] --- 295066.74364970066
[396900.] --- 401632.25772375695
[231840.] --- 281803.74065061216
[359100.] --- 340435.7495860852
[283500.] --- 366611.5837666557
[554400.] --- 537821.422273974
[368550.] --- 443711.10894630424
[166950.] --- 214938.29085741506
[116550.] --- 154900.7752062911
[648900.] --- 583157.9109058408
[378000.] --- 343878.60375841736
[344610.] --- 334342.1770706022
[711900.] --- 635642.1472111176
[406350.] --- 341483.76468031027
[182700.] --- 228905.22443738388
[270994.5] --- 339739.91015424166
[346500.] --- 393729.306831972
[330750.] --- 261099.92278749353
[554400.] --- 499523.7903912591
[277200.] --- 310201.1580909688
[472500.] --- 421264.0076390281
[223650.] --- 292337.54973097093
[163800.] --- 210638.05804205808
[598500.] --- 579244.8218287184
[95760.] --- 158265.02703365256
[233100.] --- 236838.88115025716
[201600.] --- 260489.88649333338
[189000.] --- 199889.02278438883
[287595.] --- 270175.9701493367
[135450.] --- 239837.933996757
[116550.] --- 130146.44781017104
[386190.] --- 366723.0043936228
[504000.] --- 467209.7285295855
[255150.] --- 307398.7129962864
[359100.] --- 420985.33091456915
[538650.] --- 627574.949581856
[202230.] --- 358932.50365941913
[278460.] --- 286515.28170105163
[179550.] --- 255943.96208289108
[215145.] --- 279120.982741311
[327600.] --- 325987.23576921626
[403200.] --- 349675.8043545617
[544950.] --- 394637.53831431956
[139860.] --- 242912.9995343804
[404460.] --- 437151.0064119929
[327600.] --- 290521.50917916384
[481950.] --- 509672.9711226042
[242550.] --- 220329.55923936714
[330750.] --- 263884.9507717713
[214200.] --- 241679.83152090266
[627480.] --- 674046.4241849729
[446040.] --- 403810.21636828466
[223650.] --- 264786.35954512766
[267750.] --- 262359.95430159674
[245700.] --- 258504.56750182307
[275625.] --- 305109.0097014571
[340200.] --- 310754.26993375877
[289170.] --- 289718.2544202652
[228690.] --- 216244.63444892268
[195300.] --- 214829.26724202948
[276570.] --- 222335.00031101075
[201600.] --- 176705.10172154423
[771750.] --- 551891.33969027
[267750.] --- 276151.34948225605
[211050.] --- 232725.72566179594
[529200.] --- 353095.4843599321
[347760.] --- 291528.6636393899
[406980.] --- 316284.67521628167
[124740.] --- 122101.7780906536
[390600.] --- 317507.60290491587
[292950.] --- 338372.14849946124
[485100.] --- 420800.57732870907
[144900.] --- 179757.99431204627
[214200.] --- 167203.59831834558
[185850.] --- 238705.16669221237
[444150.] --- 392670.3271464326
[352800.] --- 333127.33349502337
[397530.] --- 381132.61946970195
[448560.] --- 365489.617050715
[138600.] --- 167658.134744641
[474075.] --- 469904.8398079022
[270900.] --- 280919.4333644028
[149310.] --- 158589.19296775147
[403200.] --- 358374.4485595408
[277200.] --- 271040.0408411836
[340200.] --- 479167.23817024607
[579600.] --- 530214.2908300811
[466200.] --- 533696.0370497134
[259560.] --- 246437.9918501518
[551250.] --- 501245.6928573037
[314370.] --- 357549.41132283607
[378000.] --- 396585.9782083186
[311850.] --- 275199.4028556761
[189000.] --- 202903.17368425123
[129150.] --- 130071.81086260799
[195300.] --- 166551.43876250923
[151200.] --- 171108.13331810993
[308700.] --- 302321.647856887
[286650.] --- 263400.8086826991
[415170.] --- 384651.9765757059
[491400.] --- 467045.15217178006
[305550.] --- 309129.7361768854
[330750.] --- 416865.22800481255
[349650.] --- 351412.18113338365
[576450.] --- 567021.2527260325
[318150.] --- 353933.8824057009
[276570.] --- 229668.37941166968
[363510.] --- 394232.4276062949
[327600.] --- 339835.59054966946
[315000.] --- 319441.21296070225
[516600.] --- 421817.85175913124
[554400.] --- 581705.3722921204
[233100.] --- 249855.7982872787
[595350.] --- 587340.7807903102
[166950.] --- 191848.38977933026
[214200.] --- 207054.41428901037
[242550.] --- 416553.71835092636
[589050.] --- 591414.0831396681
[259560.] --- 251555.38456765705
[264600.] --- 245854.65315819785
[332325.] --- 312630.50147060625
[453600.] --- 506289.1371935732
[181755.] --- 195075.77686789277
[236880.] --- 311207.9621753285
[245700.] --- 218939.41376469747
[289800.] --- 316812.74592871475
[422100.] --- 458104.7430233287
[378000.] --- 371557.52069991967
[387450.] --- 374726.5523185448
[352800.] --- 308565.8945423287
[693000.] --- 461572.4586929882
[330750.] --- 315189.45930230553
[420840.] --- 459008.1084283758
[182700.] --- 223160.7030232414
[323189.37] --- 304773.47339557024
[192150.] --- 236963.16579466974
[330750.] --- 354969.6667022415
[233100.] --- 181026.62562249115
[573300.] --- 547617.046331907
[749700.] --- 561831.5904329044
[302400.] --- 283559.7973859901
[428400.] --- 461742.3802113986
[207270.] --- 245153.46035635253
[355950.] --- 400856.4082179488
[287910.] --- 275252.4216441088
[403200.] --- 502440.27238371887
[267750.] --- 250432.8514308788
[141750.] --- 157129.25648522296
[255150.] --- 236132.31746954654
[604800.] --- 661151.4139582833
[437850.] --- 208382.475193876
[81270.] --- 302463.93300146284
[362250.] --- 397177.0429600399
[277200.] --- 257294.5689699285
[325395.] --- 335488.7695029786
[463050.] --- 536672.2017510113
[459900.] --- 565803.3370064221
[302400.] --- 317083.70790387376
[258300.] --- 295211.00779293774
[315000.] --- 339425.1648826166
[378000.] --- 392853.085550753
[282240.] --- 287416.54645719123
[304290.] --- 316276.64211962675
[756945.] --- 667412.2222412026
[318150.] --- 328935.82990839216
[554400.] --- 688254.4431664357
[702450.] --- 657381.9828841431
[365400.] --- 376335.70278282353
[151200.] --- 162569.1698565692
[532350.] --- 627214.6176652495
[295470.] --- 355159.2571369938
[311850.] --- 325866.34695989476
[286650.] --- 269746.55883652676
[522900.] --- 503670.78405861097
[270900.] --- 408500.56948144187
[434070.] --- 501154.39788797445
[504000.] --- 637620.1421740948
[163800.] --- 185094.438002221
