start: 
Current Time = 02:35:56
------------------------------------------------------------------
Dataset: perth.csv
Normalization used is StandardScaler, using kfold=5, also normalizing price
Dataset total size after normalization: (26510, 9)
Train/test division is 70/30
MLPR SKLEARN LOGS WITH FOLLOWING PARAMS:
{'activation': ['relu', 'identity'], 'solver': ['adam'], 'learning_rate': ['invscaling', 'adaptive'], 'learning_rate_init': [0.001, 0.01, 0.1, 1], 'max_iter': [2500000], 'hidden_layer_sizes': [(1, 7), (2, 7), (3, 7), (7, 7)]}
Starting search for best params: 
Current Time = 02:35:56
Best params were the following:
Current Time = 02:44:04
{'activation': 'relu', 'hidden_layer_sizes': (7, 7), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500000, 'solver': 'adam'}
Applying prediction with the params...
!!!!!!!!!!!!!!!!!!!!!!!!!!!True vs Preds!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[-0.46603348] --- -0.7691794354175278
[-0.61196243] --- -0.45676097223121026
[0.39666419] --- 0.034513772048812896
[0.7185663] --- -0.0695558655619487
[-0.2256799] --- -0.6211605875931996
[0.1391425] --- -0.08752706642402008
[-0.50466173] --- -0.5556898028529447
[-0.36731683] --- -0.16384760237957297
[-0.96390874] --- -0.9473715219884071
[-0.3329806] --- -0.38544406437444717
[-0.24714004] --- -0.3603869398204965
[1.31945025] --- 1.5235190612937033
[-0.91240441] --- -0.3083525562124346
[1.87741391] --- 1.8882379165308238
[0.26790334] --- 0.2740697302346735
[-0.07545891] --- -0.07721215052187036
[0.82586701] --- 1.1995858222082978
[0.99754814] --- 0.3291866281759013
[-0.63342257] --- -0.10037014561702795
[0.48250475] --- 0.8740118610987653
[0.22498306] --- -0.0220740077856324
[0.39666419] --- -0.2093584446273482
[-0.84802398] --- -0.8024689971616188
[-0.65488272] --- -0.5185792924318102
[0.18206278] --- 1.0623155716916401
[0.01038165] --- 0.08112469604419459
[-0.26860018] --- -0.2006865392970536
[2.62851885] --- 1.975143723470775
[-0.48320159] --- -0.5095333122324113
[-0.82656384] --- -0.3505904288364599
[-1.2772268] --- -1.2657802511281353
[0.54688518] --- 0.12319448090719054
[-0.8802142] --- 1.308602592417539
[0.37520405] --- 0.23443853845058238
[1.16922926] --- 1.3386188320670722
[-0.8051037] --- -0.5214714414778215
[0.2464432] --- -0.5130473162315949
[-0.89094427] --- -0.563954098781096
[-0.67634286] --- -0.36176763019850966
[-0.99824497] --- -0.854163047221163
[-1.36306737] --- -1.065731070677502
[-0.68063488] --- -0.615922927879287
[0.35374391] --- -0.6303128163085244
[-1.14846596] --- -0.5174589285951103
[-0.29006032] --- 0.18028139351632522
[0.05330194] --- 0.04229248883877934
[-0.2256799] --- -0.6598268521526708
[-0.09691905] --- -0.7316149195722679
[1.16922926] --- 1.106995806009979
[-0.74072328] --- -0.31395777263282687
[0.70998225] --- 0.5721845262181684
[2.54267828] --- 1.24770788332002
[-0.8051037] --- -0.9371980570590803
[-1.06262539] --- -0.9307423560743171
[-1.08408553] --- -0.7281352664711498
[-0.8051037] --- -0.29722439625263597
[-2.00687159] --- -1.3723765206820167
[0.976088] --- 1.0889730710574468
[0.30009356] --- 0.04357762606130644
[-0.97678483] --- -0.6752024954712232
[1.1906894] --- 0.768249063805702
[-0.9424486] --- -0.252723572073682
[-0.94459462] --- -0.863969753247142
[-0.44028131] --- 0.05319194740066424
[-0.2256799] --- 0.016370583749899748
[-0.8051037] --- -0.3484133270612514
[2.69289927] --- 2.874473721138771
[0.22498306] --- 0.8086760971571272
[0.06403201] --- -0.4451039710474438
[-0.56904215] --- -0.5532973291297074
[0.39237216] --- 1.0772727637848705
[0.01038165] --- -0.2875094051232593
[0.16060264] --- -0.2790376387375382
[-0.07545891] --- -0.42919318418779634
[-1.48109814] --- -0.16052892170559946
[-1.32014708] --- -0.9370087531207703
[-0.95532469] --- -0.641557195235805
[-0.29006032] --- -0.37360953409569286
[-0.92528049] --- -0.4457577208747927
[0.22498306] --- -0.30950567638148896
[-0.37590088] --- 0.06328892330390001
[-1.38452751] --- -0.9431229028521089
[-0.52612187] --- -0.5983601271456467
[-0.50466173] --- 0.05778556569207427
[0.63272574] --- -0.10859872282289623
[1.38383067] --- 1.5895401204002537
[1.12630898] --- 1.2882037835141982
[-0.91240441] --- -0.879840856976034
[0.16489467] --- -0.4280255797774314
[2.32807687] --- 1.8518075349483478
[-0.35444074] --- 0.40525245955070344
[1.53405166] --- 1.438984841895358
[0.05330194] --- -0.31792683594191873
[-0.03253863] --- -0.10966195335460072
[0.13055844] --- -0.3238117577274406
[-0.91240441] --- -0.5064071435602863
[-1.37165142] --- -0.8834374228820485
[0.09622222] --- -0.4109656654156393
[-0.03253863] --- 0.08775561292076339
[-0.697803] --- -0.44595643663379775
[0.20352292] --- 0.7548309152157096
[0.56834532] --- 1.0375166523582773
[0.03184179] --- -0.3660442484970674
[0.00608963] --- -0.10818614674231963
[0.84732715] --- 1.2508283827097995
[2.9718811] --- 1.9910659026113229
[1.29799011] --- 1.0938262924688162
[2.32807687] --- 1.2693154361497268
[-0.89223187] --- -0.6774337125875348
[0.41812433] --- 0.5313495214609953
[-0.99824497] --- -0.6676956218921108
[-0.91240441] --- -0.09022493989267
[-0.30508242] --- 0.0954003410860852
[-0.697803] --- -0.8858716473698526
[0.95462785] --- 0.8904276418185373
[1.14776912] --- -0.048697013412900225
[2.00617476] --- 1.5124592261791268
[0.20352292] --- -0.1806593249599936
[-0.52612187] --- -0.508403227778175
[-0.24714004] --- 1.741854517704117
[-0.57762621] --- -0.4661222253482497
[-1.34160723] --- -0.6900669307213674
[-0.09262702] --- -0.605965576074666
[-0.52612187] --- 0.02912651750781059
[-1.19138624] --- -1.0989030526233237
[-0.67634286] --- -0.7271893410759525
[-0.38448494] --- 0.20032182230827078
[-0.8051037] --- 0.12054742131330065
[0.63272574] --- 0.944768838257781
[1.16922926] --- 1.7720401199470208
[-0.56904215] --- 0.36331068690548696
[-0.07545891] --- 0.07839134466589937
[-1.23430652] --- -0.6483596153351265
[-0.09691905] --- 0.2812093363298891
[0.65418588] --- 0.8859264502727429
[0.49538084] --- 0.21067441235346362
[1.29799011] --- 1.2939367282199563
[-0.31152046] --- -0.019790466895537095
[-1.09696162] --- -1.0732548334869947
[-0.86948412] --- 0.0936105750341274
[-0.67634286] --- -0.3730722860479143
[2.32807687] --- 0.7769381549678238
[-1.05189532] --- -0.5980850238748898
[-0.31152046] --- -0.3867487656047962
[-0.29435235] --- -1.200234731411074
[-0.03253863] --- 0.8116873919554286
[1.61989222] --- 1.7536438929951261
[0.31082363] --- 0.7804099524569112
[0.08763816] --- 0.3016885356700275
[-0.89094427] --- 0.7073341240593445
[1.59843208] --- 1.2299325314090443
[-0.52612187] --- -0.491806050933261
[0.52542504] --- -0.3850376649912284
[1.04046842] --- 0.18879409803718283
[-0.24714004] --- -0.6189503274594907
[0.52542504] --- 0.4491229291198757
[0.45675258] --- 0.4965789994783878
[-0.97893084] --- -0.9807451149263351
[-0.86948412] --- -0.3995857770652921
[-0.16129947] --- 0.471609341338048
[-0.48320159] --- -0.358240232011639
[-0.2256799] --- 0.2481409084669265
[-1.82059757] --- -0.3843519009602514
[-0.31152046] --- -0.3107100321668198
[-0.93386455] --- -0.8514179660457812
[-1.06262539] --- -0.13230542112589305
[0.22498306] --- -0.21678270878504824
[-1.49182821] --- -0.7684771165855726
[0.69710616] --- 0.688649950832223
[1.20356549] --- 2.195320564440831
[-0.03253863] --- 0.4666922122820505
[-1.46607604] --- -1.0690121101422623
[1.13489304] --- 0.7739709935571846
[1.06192856] --- 1.2294919183794153
[2.75727969] --- 1.9284034624698472
[-0.56904215] --- -0.8110748149281386
[0.2464432] --- 0.02320087619126099
[0.63272574] --- 0.7218248534207041
[0.18206278] --- 0.28753866226399116
[-0.44028131] --- -0.3435908931676168
[-0.16129947] --- -0.06177937309265158
[0.93316771] --- 0.6916519781424433
[0.01467368] --- -0.6687934794882544
[0.54688518] --- -1.0302013795756837
[-0.48320159] --- -0.6504398180168394
[1.79157335] --- 0.5917891410202194
[0.67564602] --- 0.07718628537847161
[1.57697194] --- 1.2944126838176258
[0.1391425] --- -0.8055924040387907
[-1.23430652] --- -0.7337192210037997
[-0.61196243] --- -0.6402104107746089
[-1.13558987] --- -1.1256613750229807
[-0.28791431] --- -0.3217236979354805
[-0.3329806] --- -0.33739347287241594
[-0.29006032] --- -0.2148034432199048
[-1.2772268] --- -1.0910229542384806
[-0.86948412] --- -0.7027918589082128
[1.85595377] --- 0.13632357364851289
[-0.48320159] --- 0.1074590916030499
[-0.75145335] --- -0.8669196042878851
[1.16981727] --- 1.1349034566997889
[0.76148659] --- 0.5070826650075748
[-0.35444074] --- -0.06720516875211452
[1.01900828] --- 1.2150727790092173
[-0.95532469] --- -0.9364120647878216
[0.09622222] --- -0.016486176626449356
[-1.10554568] --- -0.6672344736135982
[-0.56904215] --- -0.24860667574383843
[0.14470068] --- -0.6498114875275236
[0.67564602] --- 0.537579374068516
[0.18206278] --- 0.29335557720699923
[-0.35444074] --- -0.3422228895313534
[0.1391425] --- 0.37824482289463424
[-0.50466173] --- -0.3413946327974999
[0.74002644] --- 0.7514601577428408
[-0.65488272] --- -0.6492419187457995
[-0.29006032] --- -0.1835022503942756
[-0.3329806] --- -0.3344247453691448
[-0.67634286] --- -0.7474207366956511
[0.76148659] --- 0.531977361961423
[-0.34585669] --- -1.010370603725982
[-0.56904215] --- 0.034939829902571606
[-0.57977222] --- -0.8152461962767439
[1.25506983] --- 0.6072693581489566
[-0.07545891] --- -0.06263055476971702
[-0.24714004] --- 0.0805823798070131
[-0.38663095] --- -0.562623331113135
[1.46967124] --- 1.5429189210153194
[0.37520405] --- 0.12009799846010893
[1.17352129] --- 1.4557256814296275
[2.0276349] --- 1.2554452877348985
[-0.63127656] --- -0.6881050850838644
[0.1391425] --- -0.4312028408689069
[-0.43169725] --- 0.07023932918377107
[-0.61196243] --- -0.6637339876022873
[0.73487601] --- 1.102522968046616
[0.74002644] --- -0.3379227883826596
[-0.697803] --- -0.5787907381357231
[-0.75359936] --- -0.6704910137385317
[-0.09691905] --- -0.20280570525164843
[-1.05404134] --- -0.9167940562138801
[0.43958447] --- 0.9772986000942032
[1.01900828] --- 1.0345425151512417
[0.31082363] --- 0.977245134693719
[-0.07545891] --- 0.13849855688188684
[-0.40809109] --- -0.3613233851728512
[0.20244991] --- -0.2820573421100359
[1.51259152] --- -0.5089246082565484
[-0.07545891] --- -0.22377189481826898
[-1.06691742] --- -0.593569532614395
[0.78294673] --- 0.7146940449771719
[-1.20855435] --- -0.9159537357809981
[-0.71926314] --- -1.20576269772564
[-0.93386455] --- -0.4627629259411883
[-0.68921894] --- -0.29924519042559106
[-0.07545891] --- -0.3578376790078057
[-0.95103266] --- -1.0948306309477005
[-0.63342257] --- -0.9878348393041512
[-1.19567827] --- -0.27637530379326125
[-1.25576666] --- -0.5420311938985961
[-0.72355517] --- -0.6197032938181596
[0.84732715] --- 0.4038272097493574
[-0.78364356] --- -0.8690243199116543
[0.92243764] --- 1.1605483401371004
[-0.19992773] --- -0.17017977942771617
[-0.01107849] --- -0.8436339908375841
[0.33228377] --- 0.3264270741613947
[1.78298929] --- 2.081305191757748
[-0.91240441] --- -1.2669335279775682
[-0.31152046] --- -0.4289447572988849
[1.38383067] --- -0.1737929673043701
[-0.61196243] --- 0.008273895038955148
[-0.43813529] --- -0.28246688257682884
[0.1391425] --- -0.321449976118761
[0.16060264] --- -0.3918396145625813
[-0.56904215] --- -0.28026589494068005
[2.54267828] --- 1.4986070536867722
[-0.61196243] --- -0.3310807725583644
[-0.11837919] --- 0.33839540838444937
[-0.63342257] --- -0.6457217894396902
[-0.74072328] --- -0.8713759115098685
[0.53400909] --- 1.2376403144574268
[0.09622222] --- 0.28454968779784995
[0.11768236] --- 0.014671767302862015
[0.20352292] --- 1.4086854857167581
[-0.47461753] --- 0.04037547305912126
[0.46104461] --- -0.26307697547836395
[-1.51328835] --- -1.022328438900876
[-1.57981479] --- -0.8699673248933915
[0.07476208] --- 0.1787452340290041
[-0.46174145] --- -0.0011800519866521642
[-0.9424486] --- -0.674230424551598
[-0.18275962] --- -0.3155009704671209
[-0.89094427] --- -1.125753706056338
[-0.26430815] --- -0.0574037298168768
[-0.19992773] --- -0.4196962045079313
[-0.11837919] --- -0.4196064297502231
[-0.90382035] --- -0.9639223580809229
[-0.06258283] --- -0.28303004642843943
[-0.95532469] --- -1.0104896227330418
[-0.2256799] --- -0.2654730420897561
[-1.83519047] --- -1.1761650551963974
[-0.83729391] --- -0.5096079624602677
[-0.84802398] --- -0.5730251444718037
[2.9718811] --- 2.4027453659278883
[-0.3329806] --- -0.4238981522565224
[1.72719293] --- 0.4104908269928682
[-0.67634286] --- -0.44967994009754775
[1.74865307] --- 0.8862755151553543
[0.82586701] --- 1.3290966965820468
[-0.68921894] --- -0.165808443503987
[-0.59479432] --- -0.47839803026433403
[-0.42740522] --- -0.2672871433720148
[2.32807687] --- 1.4271790036617895
[-1.1098377] --- -0.934034592429899
[0.99754814] --- -0.04283626694559728
[-0.76647545] --- -0.3436974715067569
[-0.20421976] --- -0.04388659268450845
[-0.90382035] --- -0.737691119169912
[-0.55616607] --- -0.19887229110655108
[-0.50466173] --- 0.25519785844269427
[-0.44028131] --- 0.41218924246650657
[-1.19138624] --- -1.1964119673150606
[0.11768236] --- 0.7045309263304171
[-0.48320159] --- -0.1663021217109309
[-0.62483852] --- -0.5496870635409914
[-0.86948412] --- -0.6865755058662497
[2.54267828] --- 1.5654801773753038
[1.72719293] --- 1.4944848210334198
[-0.88236021] --- -0.702261638027583
[-0.09691905] --- 0.24833541932512548
[-0.01107849] --- 0.7192278764999167
[-0.31152046] --- -0.08141573183578654
[-0.39736102] --- -0.006932496100330088
[0.1391425] --- -0.014989202378782762
[1.53405166] --- 1.4330405641013264
[-0.93386455] --- -0.5303733243287765
[-1.01326707] --- -0.8861104186182305
[-0.8051037] --- -0.4374402131633658
[-0.41882117] --- -0.32084322701336493
[-1.04116525] --- -0.5627092382148332
[0.08549215] --- -0.2764486974911279
[0.01038165] --- -0.23176366504828083
[0.95462785] --- 0.019109058559038883
[2.80556501] --- 0.6010577663667998
[-0.07545891] --- 0.17291554070902837
[-0.13983933] --- -0.1283997897701763
[1.49113138] --- 1.268155942653125
[-0.76218342] --- -0.8722601611996219
[-0.79796606] --- -0.2504983639042795
[0.3374342] --- 0.6136546102566494
[-0.20421976] --- -0.35282567898729267
[-0.74072328] --- -0.5132840624861157
[-0.8051037] --- -0.6346549842420094
[-1.36306737] --- -0.21560325310913236
[-0.24714004] --- -0.39122957751346454
[0.18206278] --- 0.27631779794296396
[-0.78364356] --- -0.5576702804673187
[-0.59908635] --- -0.8966268497146423
[1.5555118] --- 1.895752999585794
[-1.54333255] --- -1.2107425851262836
[2.9718811] --- 2.5105694606935995
[1.01900828] --- 1.4216567349197573
[-0.20421976] --- -0.4930463939626723
[-0.95532469] --- -0.5037099993335161
[-0.56904215] --- -0.39910962084331536
[-1.25576666] --- -0.14738155588077428
[-0.94459462] --- -0.5153712411655412
[-0.56904215] --- -0.9292043380088484
[-0.16129947] --- -0.5396240941367164
[-0.24714004] --- 0.714632555402545
[-0.82656384] --- -0.7574941787951532
[-0.63986062] --- -0.03073875200134557
[0.26361132] --- 0.6622610970130811
[-0.56904215] --- -0.7236581017174862
[-1.01970511] --- -0.7208104062161607
[-0.31152046] --- -0.23879953526890008
[-0.29006032] --- -0.3632757094640833
[-0.09691905] --- 0.28019888250549374
[1.1906894] --- -0.16426831477545845
[-0.3329806] --- -0.36337559365361805
[0.28936349] --- 1.3719344703053242
[1.00827821] --- 0.9875378948234508
[-0.03253863] --- 0.9694261252370695
[1.12630898] --- 2.109147838699808
[0.65418588] --- 1.9879568307446114
[-0.52612187] --- -0.45959455413134875
[-0.69351097] --- -0.8708404863726938
[-0.56904215] --- -0.25221893429517345
[-0.89115887] --- -0.8178842906427178
[-1.1098377] --- -0.9865747735249681
[0.20352292] --- 0.48344967867028243
[-0.31152046] --- -0.00015857086941828413
[-0.88665224] --- -1.0586823636633809
[0.39666419] --- 0.6263866138587217
[-1.10554568] --- 0.22468290362919774
[-0.89094427] --- -0.5597120678025433
[1.49113138] --- 0.31279729022875524
[-0.11837919] --- 0.12555615550970556
[-0.72355517] --- -0.6998213737542265
[-0.03683066] --- 0.686573232353568
[0.2464432] --- 1.1079520616529173
[-1.23859855] --- -0.8052215420759649
[2.04909504] --- 1.208280070023109
[-0.22138787] --- -0.3823439227083818
[-0.78364356] --- -0.77023383714265
[-0.19134367] --- 0.031689052697352116
[-0.72355517] --- -0.45489622832288423
[-0.56904215] --- -0.39200237555847917
[2.37099716] --- 1.6731400468840505
[0.17777075] --- 0.17341166553126697
[-1.23859855] --- -0.96178827530199
[-0.38877697] --- -0.43552427350589945
[-0.28147626] --- 0.31422567442676663
[1.58126397] --- 1.5633647736049912
[-0.50466173] --- -0.16562269349148967
[1.68427265] --- 0.3898757009685968
[3.05772167] --- 2.2489664907759463
[-0.59050229] --- -0.35206933418260794
[0.22498306] --- -0.28130081818698605
[-0.65488272] --- 0.3706935746600899
[-0.96176273] --- -0.49768376673620585
[1.4181669] --- 0.44119486120918827
[-0.01107849] --- 0.03514351016083728
[-0.99824497] --- -0.4495187675662726
[0.0017976] --- 0.46276054767684527
[-0.11837919] --- -0.5862775927322159
[-0.03253863] --- 0.9889264299166323
[-0.26430815] --- 0.12637988822081958
[-0.59050229] --- 0.6907195626269051
[-0.3329806] --- 0.13508954620229985
[2.32807687] --- 0.32074489626711167
[-0.68063488] --- -0.4423790955531851
[-0.44028131] --- -0.310859210205069
[-1.12700582] --- -0.337710939279914
[-1.08408553] --- -0.05274800991895556
[-0.84802398] --- -1.0977473634968227
[0.31082363] --- -0.2551195047081855
[-0.41882117] --- -0.34748494265758756
[-0.46174145] --- 1.3821922365098318
[0.57692937] --- 0.45113267834505155
[-0.42268399] --- -0.4032319677233146
[-0.65488272] --- -0.5120260948242157
[-0.96820077] --- -0.9031528291821869
[-0.81368776] --- -0.9961423582727965
[0.11768236] --- 0.48739174079650294
[0.54688518] --- 0.814234018320235
[-0.21494983] --- -0.66993803042414
[1.34091039] --- 1.3866521878462454
[-1.08408553] --- -1.0430213009027847
[-0.26860018] --- -0.3667100252527886
[-0.3329806] --- -0.24710216890494907
[-0.99824497] --- -0.4455284652671545
[1.01900828] --- -0.2779784538028205
[-0.34585669] --- -0.40136689273205794
[-0.71926314] --- -0.9443325627963348
[-0.23640997] --- -0.1450661588347768
[2.54267828] --- 0.9380870744593104
[-0.52612187] --- -0.737387588579917
[-0.49822369] --- 0.7433039513429531
[2.24223631] --- 1.2576381174969093
[-1.51328835] --- -0.19713072121129477
[-0.71926314] --- -0.3035798723180635
[-0.31152046] --- 0.08459983306922547
[-0.46174145] --- -0.39192683391969707
[0.07476208] --- -0.2169307708093171
[0.18206278] --- 1.0765714021777077
[-0.31152046] --- -0.18219531702851144
[0.10480627] --- 0.2848754485082797
[-0.29006032] --- -0.17193673366154721
[-0.8051037] --- -0.2514912273012285
[1.25506983] --- 1.844639122790925
[-0.20421976] --- -0.17921473693539824
[-0.37590088] --- -0.06064481072593697
[-1.29868694] --- -0.8447779245855531
[-0.50895376] --- -0.3937199489246406
[-0.35444074] --- 0.18049547249863807
[0.78294673] --- 0.187087242694995
[-0.63342257] --- -0.6793199704177706
[1.16922926] --- 1.4445711222513076
[0.03184179] --- -0.19068180382920108
[-0.13983933] --- -0.29024419624771713
[0.16060264] --- -0.20972273134026553
[-0.03253863] --- 0.699157647319189
[-0.70853307] --- -0.28419058184984847
[0.22498306] --- -0.5400968380392717
[0.43958447] --- 0.3737672819981791
[0.95462785] --- 0.8507882307226284
[1.46967124] --- 1.1230958665576074
[-0.45101138] --- -0.2552946889323242
[0.05330194] --- 0.19622587693067595
[0.11339033] --- 0.08028107492055714
[-1.40598765] --- -0.04423745825248315
[-0.71926314] --- -0.12826441547720824
[0.68852211] --- 0.47294110334806794
[-0.18275962] --- -0.03891473453090377
[1.27652997] --- 1.0021949596511146
[0.91170757] --- 0.9413983499958367
[-0.01107849] --- 0.08453162025593852
[-0.67634286] --- -0.4765654748052172
[2.11347546] --- 0.5713995254251176
[-0.8051037] --- -0.9144460948703919
[-0.71926314] --- -0.5705200760174756
[1.54478173] --- 1.4947340964819964
[-0.48320159] --- -0.6943202989687439
[-0.41882117] --- -0.37470586035299347
[-1.36306737] --- -1.2015431166390893
[0.66706197] --- 1.2593147331566712
[0.09622222] --- 0.3918481586871325
[2.50834206] --- 1.6474999616652033
[-1.21284638] --- -0.9667046697587365
[0.50396489] --- 0.5966391371518487
[0.48250475] --- -0.40445797188714133
[0.09622222] --- -0.42101082675290724
[-0.91240441] --- -0.8643106058816548
[-1.36306737] --- -0.6027803506929488
[-0.63342257] --- -0.16932639947520417
[-1.50255828] --- -0.3602337472440845
[-1.53474849] --- -0.1448044709526103
[-0.11837919] --- 0.8147160122060066
[0.1391425] --- -0.021482566175623052
[-0.84802398] --- -0.42571099416030744
[3.10064195] --- 1.6802858294928527
[1.03617639] --- -0.2711115152983716
[-0.54758201] --- -0.09538157169265793
[-0.38877697] --- -0.26197102973101033
[-0.62483852] --- -0.6842757935706649
[0.69710616] --- -0.0798515511364879
[0.50396489] --- 0.027640762350646275
[-0.82656384] --- -0.7038752450335963
[0.39666419] --- 0.6392134307386437
[2.54267828] --- 1.2805771277947209
[-0.63342257] --- -0.49657752005941946
[0.62843371] --- 1.1207949546200522
[-0.54758201] --- -0.02929076347026549
[2.38172723] --- 1.7535836762382027
[1.0833887] --- 0.0818766121791974
[0.1391425] --- 0.06101397900372141
[2.32807687] --- 0.5029631599613562
[-0.48320159] --- 0.051784758645040285
[-0.35444074] --- -0.11482156210155103
[0.22498306] --- 0.2407207650134643
[-0.91240441] --- -0.7682172582924549
[-1.04116525] --- -0.5497115436420104
[-0.59050229] --- -0.5652971149239798
[-0.83729391] --- -0.7069170415269277
[0.07476208] --- -0.34285786238687904
[0.52542504] --- 0.14951268966694164
[-0.39736102] --- -0.4767881394179998
[-0.36731683] --- -0.5481179648340615
[0.22498306] --- -0.6743716632159608
[0.35374391] --- -0.4493345132958162
[-0.03253863] --- 0.43885795156169394
[0.18206278] --- 0.4729073108206727
[-0.96390874] --- -0.6964695495880227
[0.09622222] --- -0.15090536921906306
[-0.697803] --- -0.4466445035153087
[-0.3329806] --- -0.07652646311373201
[0.50396489] --- 0.9015181862167279
[0.50396489] --- 0.6592247787421583
[-0.97678483] --- -0.7811167640534824
[-1.1098377] --- -0.14842655201833221
[-0.11837919] --- -0.11257470835065386
[-0.8051037] --- 0.2625101206353764
[-0.3329806] --- 0.4233523260533745
[0.16121211] --- 0.3041848931990532
[2.75727969] --- 1.7459395650422334
[-0.67634286] --- -0.30809062976459856
[-0.03683066] --- -0.11461245795883346
[0.01896571] --- -0.11893782011891973
[0.20352292] --- -0.029298268519403425
[-0.70853307] --- -0.7750884837511247
[-0.72355517] --- -0.4256393740870231
[0.6112656] --- 0.7212000154064766
[-1.01970511] --- -0.6289749309813222
[-1.01970511] --- -0.05416054933020298
[0.43958447] --- 1.0671711640962083
[-1.05404134] --- -0.9653312172554132
[-0.24714004] --- -0.658846546464161
[-0.8051037] --- -0.7068084766885756
[-0.33727263] --- -0.08410111902731532
[-0.61196243] --- -0.12675294714727503
[-0.41882117] --- -0.23819883434137923
[-0.67634286] --- -0.007984738761847132
[-0.54758201] --- -0.1553798244575622
[1.64135236] --- 2.3548790592907833
[0.11768236] --- -0.14870922958571103
[-0.28576829] --- -0.36639543926613105
[0.16060264] --- 2.439415981679439
[-0.99824497] --- -0.8333342734774449
[-1.00682903] --- -0.9416391514028764
[-0.61196243] --- -0.28934319323213087
[-1.88240278] --- -0.37548618000042977
[-0.37590088] --- -0.09048638026150446
[-0.32439655] --- -0.02176060204504704
[-0.54758201] --- -0.5259203811696579
[-0.31581249] --- 0.09444558134697745
[0.65418588] --- 0.49182449421283847
[0.90741554] --- 0.8414791077061801
[2.80019997] --- 1.7665102399700237
[0.28507146] --- -0.033712461042794906
[-0.31152046] --- -0.08511545547552324
[-2.1141723] --- -0.8844281235507865
[1.21214955] --- -0.022951057761780636
[-1.02828917] --- -0.7766102663163927
[1.46967124] --- 0.8885613659285345
[-0.07545891] --- -0.12123600679744578
[1.0533445] --- 1.761935075178798
[-0.697803] --- -0.3887546092218991
[-0.10764912] --- -0.17191610286186854
[2.32807687] --- 1.3631324200249388
[-0.03253863] --- -0.5438172769116654
[0.19064684] --- 0.0516670879926584
[0.74002644] --- 0.22612624870224263
[1.2657999] --- 1.807611864950414
[1.20356549] --- 0.8838816819296242
[-0.59050229] --- -0.06262017711479129
[0.17347872] --- -0.18193791975460194
[-1.29868694] --- -1.1624368904656452
[-0.89094427] --- -0.666244882328701
[1.25506983] --- 1.3387396815115515
[1.95037839] --- 2.0119231041817773
[1.59950509] --- 1.795094797406537
[-1.01112106] --- -0.5286069199991368
[-0.29006032] --- 0.19018171058740796
[-0.01107849] --- 0.2592720455926292
[-0.11837919] --- 0.25352329174441113
[0.50396489] --- -0.1887421569415325
[-0.09691905] --- -0.34925786643600276
[0.01467368] --- -0.03195783154319476
[0.82586701] --- 0.3025008214554765
[1.56409586] --- 0.6788715881254634
[-1.06262539] --- -0.22598360154238778
[1.85595377] --- 1.0863220812363064
[0.51684098] --- 0.9784349813301332
[-0.63342257] --- -0.6031644142060222
[1.46967124] --- -0.042542056639030434
[0.1391425] --- -0.3705477755382749
[-0.3029364] --- -0.30986113738460597
[0.39666419] --- 0.22696194514774004
[-0.91240441] --- 0.03863422236322067
[0.33228377] --- 0.17437599545336657
[1.12630898] --- 0.9444301610691668
[-0.77076748] --- -0.6495074058499903
[1.21214955] --- 0.9435428591992099
[-0.16129947] --- -0.07496710463595402
[-1.62058906] --- 0.08066878814966161
[0.54688518] --- -0.20504361913497027
[-0.24714004] --- -0.32106527017391184
[-0.37590088] --- 0.15655729107807204
[-0.48320159] --- -0.4337561431085333
[-0.089408] --- -0.4341767465838574
[-0.03253863] --- 0.9861881881489876
[-0.3329806] --- -0.6709898464699798
[-0.17417556] --- -0.355577729437735
[-0.74072328] --- -0.5338881744940762
[0.09622222] --- -0.11213181639327696
[-0.11837919] --- 0.9298450209214546
[-0.29006032] --- -0.7480283335375054
[-1.36306737] --- -1.0867760922553718
[-0.31152046] --- -0.055972970249060006
[-0.74072328] --- -0.6072972056484227
[-1.15275799] --- -0.9273137944393444
[0.03184179] --- -0.04858777793744795
[-0.35444074] --- -0.345811707565608
[0.17133271] --- 0.09743291258061781
[1.25506983] --- 1.3699357663718523
[-0.50466173] --- -0.19511745302145728
[0.31082363] --- 0.41420693408869125
[-0.81368776] --- -0.41207252181399046
[0.05330194] --- -0.382484861552597
[-0.46174145] --- 0.4219890774025563
[1.38383067] --- 1.3414683322236627
[0.11768236] --- -0.24862532648228686
[-1.25576666] --- -0.4767252210117394
[-1.59912892] --- -0.9532207406120816
[2.0276349] --- 0.5237568714707153
[0.18206278] --- -0.22757084815235024
[-0.04541471] --- 0.05906521563055356
[2.45683772] --- 1.553870821064546
[0.37520405] --- 0.10712513513239186
[-1.14846596] --- 0.09896686489867146
[-0.54693821] --- 0.08594839876709204
[-0.03253863] --- 0.06024339728227368
[-0.13983933] --- -0.06597476566410898
[1.38383067] --- 0.717818999205522
[-0.50466173] --- -0.4057405298176451
[0.82586701] --- -0.21371811993151313
[-0.86948412] --- -0.282048714444296
[-1.2772268] --- -0.9867275723764508
[1.68427265] --- 1.7696827557211763
[-1.74076585] --- -0.8937934095361473
[-0.8051037] --- -0.4790111860916716
